date,platform,internal_sku,city,units,revenue
2026-07-22,instamart,78553,central goa,1,99
2026-07-22,instamart,18506,mumbai,1,499
2026-07-22,instamart,18503,noida 1,1,99
2026-07-22,instamart,18503,hyderabad,1,99
2026-07-22,instamart,18504,chennai,2,638
2026-07-22,instamart,78553,mumbai,1,99
2026-07-22,instamart,78553,noida,1,99
2026-07-22,instamart,18504,bangalore,1,319
2026-07-22,instamart,18504,coimbatore,1,319
2026-07-22,instamart,18504,coimbatore,1,319
2026-07-22,instamart,18504,hyderabad,1,319
2026-07-22,instamart,792937,karimnagar,3,285
2026-07-22,instamart,18503,tumakuru,1,99
2026-07-22,instamart,78553,bangalore,1,99
2026-07-22,instamart,68254,chennai,1,149
2026-07-22,instamart,78553,mumbai,1,99
2026-07-22,instamart,63565,noida 1,2,378
2026-07-22,instamart,18503,delhi,2,198
2026-07-10,instamart,18503,mangaluru,1,99
2026-07-10,instamart,68254,chennai,1,149
2026-07-10,instamart,63565,bangalore,1,189
2026-07-10,instamart,63565,mumbai,2,378
2026-07-10,instamart,78553,pune,1,99
2026-07-10,instamart,63565,khammam,1,189
2026-07-10,instamart,18504,chennai,2,638
2026-07-10,instamart,18503,pondicherry,1,99
2026-07-10,instamart,78553,bangalore,1,99
2026-07-10,instamart,78553,pune,1,99
2026-07-10,instamart,63565,mumbai,1,189
2026-07-10,instamart,18503,bangalore,1,99
2026-07-10,instamart,68254,mumbai,2,298
2026-07-10,instamart,68254,bangalore,1,149
2026-07-10,instamart,63565,hyderabad,1,189
2026-07-10,instamart,18503,hyderabad,1,99
2026-07-10,instamart,792937,bangalore,1,95
2026-07-10,instamart,78553,pune,2,198
2026-07-10,instamart,792937,delhi,1,95
2026-07-10,instamart,792937,mangaluru,1,95
2026-07-10,instamart,18503,mumbai,1,99
2026-07-10,instamart,792937,bangalore,1,95
2026-07-10,instamart,792937,chennai,1,95
2026-07-10,instamart,18503,mumbai,1,99
2026-07-10,instamart,792937,bangalore,1,95
2026-07-10,instamart,18503,hyderabad,1,99
2026-07-10,instamart,18503,bangalore,1,99
2026-07-10,instamart,63565,chennai,1,189
2026-07-10,instamart,63565,mumbai,2,378
2026-07-10,instamart,63565,chandigarh,2,340
2026-07-18,instamart,792937,bangalore,1,95
2026-07-18,instamart,18503,hyderabad,2,198
2026-07-18,instamart,18504,bangalore,1,319
2026-07-18,instamart,63565,delhi,1,189
2026-07-18,instamart,18506,chennai,1,499
2026-07-18,instamart,18504,hyderabad,1,319
2026-07-18,instamart,792937,bangalore,1,95
2026-07-18,instamart,18503,mangaluru,1,99
2026-07-18,instamart,792937,mumbai,1,95
2026-07-18,instamart,18504,bangalore,1,319
2026-07-18,instamart,78553,warangal,2,198
2026-07-18,instamart,792937,bangalore,3,285
2026-07-18,instamart,68254,bangalore,1,149
2026-07-18,instamart,78553,mumbai,1,99
2026-07-18,instamart,18503,bangalore,1,99
2026-07-18,instamart,63565,bangalore,1,189
2026-07-18,instamart,68254,hyderabad,1,149
2026-07-18,instamart,78553,bangalore,1,99
2026-07-18,instamart,63565,bangalore,1,189
2026-07-18,instamart,63565,bangalore,2,378
2026-07-18,instamart,78553,dibrugarh,2,198
2026-07-18,instamart,18503,hyderabad,3,297
2026-07-18,instamart,792937,bangalore,1,95
2026-07-18,instamart,68254,hyderabad,1,149
2026-07-18,instamart,792937,bangalore,1,95
2026-07-18,instamart,18503,chennai,1,99
2026-07-18,instamart,792937,bangalore,1,95
2026-07-18,instamart,68254,bangalore,1,149
2026-07-18,instamart,792937,pune,1,95
2026-07-18,instamart,18504,hyderabad,1,319
2026-07-18,instamart,78553,mumbai,1,99
2026-07-18,instamart,68254,bangalore,1,149
2026-07-18,instamart,63565,hyderabad,1,189
2026-07-18,instamart,78553,pune,1,99
2026-07-18,instamart,63565,hyderabad,1,189
2026-07-18,instamart,197453,bangalore,2,338
2026-07-18,instamart,78553,vizag,2,198
2026-07-18,instamart,18503,bangalore,2,198
2026-07-18,instamart,792937,gurgaon,1,95
2026-07-18,instamart,18506,mumbai,1,499
2026-07-18,instamart,18504,mumbai,1,319
2026-07-18,instamart,792937,chennai,1,95
2026-07-18,instamart,197453,bangalore,1,169
2026-07-18,instamart,18506,delhi,1,499
2026-07-18,instamart,68254,hyderabad,1,149
2026-07-18,instamart,78553,ahmedabad,1,99
2026-07-18,instamart,18503,nashik,1,99
2026-07-18,instamart,78553,hyderabad,1,99
2026-07-18,instamart,63565,kolkata,1,189
2026-07-18,instamart,63565,bangalore,2,378
2026-07-14,instamart,63565,bangalore,1,189
2026-07-14,instamart,18503,pune,3,297
2026-07-14,instamart,18503,bangalore,1,99
2026-07-14,instamart,78553,chennai,1,99
2026-07-14,instamart,792937,mumbai,1,95
2026-07-14,instamart,78553,bangalore,1,99
2026-07-14,instamart,792937,gurgaon,1,95
2026-07-14,instamart,792937,gurgaon,1,95
2026-07-14,instamart,78553,bangalore,1,99
2026-07-14,instamart,792937,pune,1,95
2026-07-14,instamart,63565,eluru,1,189
2026-07-14,instamart,78553,mumbai,2,198
2026-07-14,instamart,78553,central goa,2,198
2026-07-14,instamart,18503,bhimavaram,1,99
2026-07-14,instamart,78553,bangalore,1,99
2026-07-14,instamart,78553,bangalore,1,99
2026-07-14,instamart,792937,bangalore,2,190
2026-07-14,instamart,792937,kurnool,3,285
2026-07-14,instamart,18506,mumbai,1,499
2026-07-14,instamart,792937,vellore,1,95
2026-07-14,instamart,792937,bangalore,1,95
2026-07-14,instamart,792937,mumbai,1,95
2026-07-14,instamart,63565,chennai,2,378
2026-07-18,instamart,63565,bangalore,2,378
2026-07-18,instamart,63565,mumbai,2,378
2026-07-18,instamart,18504,bangalore,1,319
2026-07-18,instamart,792937,bhubaneswar,1,95
2026-07-18,instamart,68254,bangalore,1,149
2026-07-18,instamart,78553,bangalore,1,99
2026-07-18,instamart,18503,hyderabad,1,99
2026-07-18,instamart,18503,udaipur,1,99
2026-07-18,instamart,63565,bangalore,1,189
2026-07-18,instamart,63565,lucknow,1,189
2026-07-18,instamart,18506,noida,3,1497
2026-07-18,instamart,78553,central goa,1,99
2026-07-18,instamart,792937,bangalore,1,95
2026-07-18,instamart,792937,kurnool,1,95
2026-07-18,instamart,18506,mumbai,1,499
2026-07-18,instamart,63565,gurgaon,1,189
2026-07-18,instamart,18504,mumbai,1,319
2026-07-18,instamart,18503,mysore,1,99
2026-07-18,instamart,68254,bangalore,1,149
2026-07-18,instamart,78553,vadodara,1,99
2026-07-18,instamart,792937,gurgaon,1,95
2026-07-18,instamart,63565,chennai,1,189
2026-07-18,instamart,18504,hyderabad,1,319
2026-07-18,instamart,78553,vizag,1,99
2026-07-18,instamart,63565,noida,1,189
2026-07-18,instamart,63565,bangalore,1,189
2026-07-18,instamart,18504,mumbai,1,319
2026-07-18,instamart,792937,bangalore,1,95
2026-07-18,instamart,792937,bangalore,1,95
2026-07-18,instamart,78553,chennai,1,99
2026-07-18,instamart,63565,gurgaon,1,189
2026-07-18,instamart,792937,bangalore,2,190
2026-07-18,instamart,18506,pune,1,499
2026-07-18,instamart,18503,kochi,1,99
2026-07-18,instamart,18506,nashik,1,499
2026-07-18,instamart,78553,delhi,1,99
2026-07-18,instamart,792937,mysore,2,190
2026-07-18,instamart,18503,nashik,2,198
2026-07-18,instamart,18504,bangalore,1,319
2026-07-18,instamart,68254,bangalore,1,149
2026-07-18,instamart,792937,delhi,1,95
2026-07-18,instamart,18503,faridabad,1,99
2026-07-18,instamart,18504,chennai,1,319
2026-07-18,instamart,68254,mumbai,1,149
2026-07-18,instamart,792937,bangalore,2,190
2026-07-18,instamart,18504,thrissur,2,638
2026-07-18,instamart,18506,noida,1,499
2026-07-18,instamart,18503,thiruvananthapuram,1,99
2026-07-18,instamart,18503,bhubaneswar,1,99
2026-07-18,instamart,63565,gurgaon,2,378
2026-07-18,instamart,18504,bangalore,2,638
2026-07-19,instamart,68254,hyderabad,2,298
2026-07-19,instamart,792937,bangalore,1,95
2026-07-19,instamart,68254,mumbai,1,149
2026-07-19,instamart,197453,bangalore,1,169
2026-07-19,instamart,63565,madurai,1,189
2026-07-19,instamart,63565,bangalore,2,378
2026-07-19,instamart,792937,chennai,1,95
2026-07-19,instamart,292876,bangalore,1,125
2026-07-19,instamart,18503,hyderabad,1,99
2026-07-19,instamart,68254,chennai,2,298
2026-07-19,instamart,18506,bangalore,1,499
2026-07-19,instamart,18506,mumbai,1,499
2026-07-19,instamart,18503,bangalore,1,99
2026-07-19,instamart,18504,chennai,2,638
2026-07-19,instamart,63565,bangalore,2,378
2026-07-19,instamart,18504,kolkata,1,319
2026-07-19,instamart,68254,mumbai,1,149
2026-07-19,instamart,792937,bangalore,2,190
2026-07-19,instamart,792937,chennai,2,190
2026-07-19,instamart,18504,chennai,2,638
2026-07-19,instamart,18503,delhi,1,99
2026-07-19,instamart,63565,noida,1,189
2026-07-19,instamart,18506,hyderabad,1,499
2026-07-19,instamart,792937,bangalore,1,95
2026-07-19,instamart,63565,mumbai,1,189
2026-07-19,instamart,18504,bangalore,1,319
2026-07-19,instamart,18503,bangalore,1,99
2026-07-19,instamart,197453,hyderabad,1,169
2026-07-19,instamart,18503,mumbai,1,99
2026-07-19,instamart,18506,mumbai,1,499
2026-07-19,instamart,18503,pune,1,99
2026-07-19,instamart,18504,mumbai,1,319
2026-07-19,instamart,68254,mumbai,1,149
2026-07-19,instamart,78553,hyderabad,1,99
2026-07-19,instamart,18504,chennai,1,319
2026-07-19,instamart,18504,hyderabad,1,319
2026-07-19,instamart,792937,bhubaneswar,1,95
2026-07-19,instamart,57850,kottayam,1,109
2026-07-19,instamart,792937,hyderabad,2,190
2026-07-19,instamart,18503,pondicherry,3,297
2026-07-19,instamart,18503,hyderabad,3,297
2026-07-19,instamart,18503,gurgaon,1,99
2026-07-19,instamart,18503,hyderabad,1,99
2026-07-19,instamart,18503,bangalore,1,99
2026-07-19,instamart,63565,kolkata,1,189
2026-07-19,instamart,63565,pune,1,189
2026-07-19,instamart,18503,kochi,1,99
2026-07-19,instamart,18506,delhi,2,898
2026-07-19,instamart,63565,moradabad,1,189
2026-07-19,instamart,792937,bangalore,1,95
2026-07-19,instamart,63565,chennai,1,189
2026-07-19,instamart,792937,mumbai,2,190
2026-07-19,instamart,63565,delhi,1,189
2026-07-19,instamart,792937,chennai,1,95
2026-07-19,instamart,792937,bangalore,2,190
2026-07-19,instamart,792937,bangalore,1,95
2026-07-19,instamart,63565,mumbai,1,189
2026-07-19,instamart,78553,noida,2,198
2026-07-19,instamart,18504,mumbai,1,319
2026-07-19,instamart,18503,gurgaon,1,99
2026-07-19,instamart,18503,bangalore,1,99
2026-07-19,instamart,197453,bangalore,1,169
2026-07-19,instamart,18503,hyderabad,1,99
2026-07-19,instamart,68254,hyderabad,1,149
2026-07-19,instamart,18506,gurgaon,1,499
2026-07-19,instamart,63565,delhi,1,189
2026-07-19,instamart,78553,pune,1,99
2026-07-19,instamart,63565,mumbai,1,189
2026-07-19,instamart,18503,bangalore,1,99
2026-07-19,instamart,197453,bangalore,1,169
2026-07-19,instamart,18503,hyderabad,1,99
2026-07-19,instamart,63565,mumbai,1,189
2026-07-19,instamart,63565,mumbai,1,189
2026-07-19,instamart,68254,hyderabad,1,149
2026-07-19,instamart,78553,vizag,1,99
2026-07-19,instamart,63565,chennai,3,567
2026-07-19,instamart,68254,chennai,2,298
2026-07-19,instamart,18504,mumbai,1,319
2026-07-19,instamart,18503,mumbai,1,99
2026-07-19,instamart,18504,bangalore,1,319
2026-07-19,instamart,18504,hyderabad,1,319
2026-07-19,instamart,18503,central goa,1,99
2026-07-19,instamart,792937,bangalore,1,95
2026-07-19,instamart,792937,mumbai,2,190
2026-07-19,instamart,68254,kochi,1,149
2026-07-19,instamart,63565,gurgaon,1,189
2026-07-09,instamart,63565,hubli,2,378
2026-07-09,instamart,18503,pune,1,99
2026-07-09,instamart,18503,bangalore,1,99
2026-07-09,instamart,18503,mumbai,1,99
2026-07-09,instamart,68254,bangalore,1,149
2026-07-09,instamart,792937,bangalore,1,95
2026-07-09,instamart,197453,kolkata,1,169
2026-07-09,instamart,18503,pondicherry,1,99
2026-07-09,instamart,792937,chennai,1,95
2026-07-09,instamart,18506,mumbai,1,499
2026-07-09,instamart,63565,chennai,2,378
2026-07-09,instamart,78553,bangalore,1,99
2026-07-09,instamart,18506,chennai,1,499
2026-07-09,instamart,792937,bangalore,1,95
2026-07-09,instamart,792937,hyderabad,1,95
2026-07-09,instamart,18503,gurgaon,1,99
2026-07-09,instamart,63565,pune,1,189
2026-07-09,instamart,792937,bangalore,1,95
2026-07-09,instamart,63565,chennai,1,189
2026-07-09,instamart,792937,bangalore,1,95
2026-07-09,instamart,78553,pune,1,99
2026-07-09,instamart,78553,pune,2,198
2026-07-09,instamart,792937,mysore,1,95
2026-07-09,instamart,78553,central goa,1,99
2026-07-09,instamart,792937,pune,1,95
2026-07-09,instamart,792937,warangal,1,95
2026-07-09,instamart,18506,gurgaon,1,499
2026-07-09,instamart,197453,delhi,1,169
2026-07-09,instamart,18503,mumbai,1,99
2026-07-09,instamart,18503,hyderabad,1,99
2026-07-09,instamart,57850,guwahati,1,109
2026-07-09,instamart,792937,hyderabad,1,95
2026-07-09,instamart,68254,mumbai,1,149
2026-07-09,instamart,18503,bangalore,1,99
2026-07-22,instamart,63565,kolkata,1,200
2026-07-22,instamart,18503,kolkata,2,198
2026-07-22,instamart,792937,bangalore,1,95
2026-07-22,instamart,18503,chennai,1,99
2026-07-22,instamart,18504,chennai,1,319
2026-07-22,instamart,197453,pune,1,169
2026-07-22,instamart,78553,ahmedabad,1,99
2026-07-22,instamart,18503,delhi,4,396
2026-07-22,instamart,18503,bhubaneswar,1,99
2026-07-22,instamart,18503,hyderabad,2,198
2026-07-22,instamart,792937,delhi,2,190
2026-07-22,instamart,68254,mumbai,2,298
2026-07-22,instamart,78553,lucknow,1,99
2026-07-22,instamart,78553,pune,1,99
2026-07-22,instamart,18503,pune,1,99
2026-07-22,instamart,18503,bhubaneswar,2,198
2026-07-22,instamart,18504,bangalore,3,957
2026-07-22,instamart,18503,hyderabad,1,99
2026-07-22,instamart,68254,thiruvananthapuram,1,149
2026-07-22,instamart,68254,ambala,1,149
2026-07-22,instamart,63565,delhi,2,378
2026-07-22,instamart,792937,hyderabad,2,190
2026-07-22,instamart,63565,gurgaon,3,567
2026-07-10,instamart,792937,hyderabad,1,95
2026-07-10,instamart,68254,madurai,1,149
2026-07-10,instamart,792937,hyderabad,1,95
2026-07-10,instamart,68254,bangalore,1,149
2026-07-10,instamart,18504,bangalore,1,319
2026-07-10,instamart,792937,mumbai,2,190
2026-07-10,instamart,63565,delhi,2,378
2026-07-10,instamart,792937,bangalore,2,190
2026-07-10,instamart,68254,hyderabad,4,596
2026-07-10,instamart,292876,patna,2,250
2026-07-10,instamart,68254,chennai,2,298
2026-07-10,instamart,792937,hyderabad,1,95
2026-07-10,instamart,63565,hyderabad,1,189
2026-07-10,instamart,63565,bangalore,2,378
2026-07-10,instamart,78553,pune,1,99
2026-07-10,instamart,18503,hyderabad,1,99
2026-07-10,instamart,63565,bangalore,1,189
2026-07-10,instamart,18504,karimnagar,1,319
2026-07-10,instamart,18503,pune,1,99
2026-07-10,instamart,68254,jabalpur,1,149
2026-07-10,instamart,68254,pune,1,149
2026-07-10,instamart,792937,pune,1,95
2026-07-10,instamart,63565,delhi,2,378
2026-07-10,instamart,63565,gurgaon,1,189
2026-07-10,instamart,792937,bangalore,1,95
2026-07-10,instamart,18504,thanjavur,1,319
2026-07-10,instamart,68254,chennai,1,149
2026-07-10,instamart,78553,vadodara,1,99
2026-07-10,instamart,792937,delhi,5,475
2026-07-10,instamart,18506,pune,1,499
2026-07-10,instamart,18506,mumbai,1,499
2026-07-10,instamart,18503,central goa,1,99
2026-07-10,instamart,63565,hyderabad,1,189
2026-07-10,instamart,18503,bangalore,2,198
2026-07-10,instamart,792937,chennai,1,95
2026-07-10,instamart,63565,mumbai,1,189
2026-07-10,instamart,792937,bangalore,1,95
2026-07-10,instamart,18503,bangalore,1,99
2026-07-10,instamart,68254,mumbai,2,298
2026-07-17,instamart,68254,bangalore,1,149
2026-07-17,instamart,792937,bangalore,1,95
2026-07-17,instamart,78553,sri ganganagar,2,198
2026-07-17,instamart,18504,kolkata,1,319
2026-07-17,instamart,63565,manipal,1,189
2026-07-17,instamart,68254,bangalore,1,149
2026-07-17,instamart,63565,bangalore,1,189
2026-07-17,instamart,792937,bangalore,1,95
2026-07-17,instamart,18504,bangalore,1,319
2026-07-17,instamart,63565,bangalore,1,189
2026-07-17,instamart,18504,mumbai,1,319
2026-07-17,instamart,792937,bangalore,2,190
2026-07-17,instamart,18506,mumbai,1,499
2026-07-17,instamart,792937,warangal,1,95
2026-07-17,instamart,63565,delhi,1,189
2026-07-17,instamart,18503,chennai,1,99
2026-07-17,instamart,197453,hyderabad,1,169
2026-07-17,instamart,63565,delhi,1,189
2026-07-17,instamart,197453,kolkata,1,169
2026-07-10,instamart,63565,mumbai,1,189
2026-07-10,instamart,68254,hyderabad,1,149
2026-07-10,instamart,78553,chennai,1,99
2026-07-10,instamart,63565,bangalore,2,378
2026-07-10,instamart,18506,bangalore,1,499
2026-07-10,instamart,18504,mumbai,1,319
2026-07-10,instamart,792937,bangalore,1,95
2026-07-10,instamart,68254,bangalore,1,149
2026-07-10,instamart,63565,indore,1,189
2026-07-10,instamart,18503,bangalore,1,99
2026-07-10,instamart,18506,bangalore,3,1497
2026-07-10,instamart,18504,mumbai,1,319
2026-07-10,instamart,18504,mumbai,1,319
2026-07-10,instamart,18503,central goa,1,99
2026-07-10,instamart,78553,belgaum,1,99
2026-07-10,instamart,63565,trichy,1,189
2026-07-10,instamart,792937,chennai,1,95
2026-07-10,instamart,63565,mumbai,1,189
2026-07-10,instamart,63565,chennai,3,567
2026-07-10,instamart,63565,ahmedabad,1,189
2026-07-10,instamart,792937,central goa,1,95
2026-07-10,instamart,18506,mumbai,1,499
2026-07-10,instamart,63565,mumbai,1,189
2026-07-10,instamart,18503,bangalore,2,198
2026-07-10,instamart,63565,gurgaon,2,378
2026-07-10,instamart,68254,hyderabad,2,298
2026-07-10,instamart,63565,hyderabad,1,189
2026-07-10,instamart,18506,mumbai,2,998
2026-07-10,instamart,68254,mumbai,1,149
2026-07-10,instamart,18506,bangalore,1,499
2026-07-10,instamart,18506,mumbai,2,998
2026-07-10,instamart,78553,mumbai,1,99
2026-07-10,instamart,18503,mumbai,2,198
2026-07-23,instamart,18506,kochi,1,499
2026-07-23,instamart,792937,mumbai,2,190
2026-07-23,instamart,63565,bangalore,2,378
2026-07-23,instamart,78553,mumbai,2,198
2026-07-23,instamart,78553,bangalore,1,99
2026-07-23,instamart,78553,mysore,1,99
2026-07-23,instamart,792937,delhi,1,95
2026-07-23,instamart,792937,delhi,1,95
2026-07-23,instamart,63565,delhi,2,378
2026-07-23,instamart,792937,bangalore,1,95
2026-07-23,instamart,792937,chennai,1,95
2026-07-23,instamart,792937,chennai,1,95
2026-07-23,instamart,63565,pune,1,189
2026-07-23,instamart,63565,bangalore,1,189
2026-07-23,instamart,78553,chennai,3,297
2026-07-23,instamart,68254,gurgaon,1,149
2026-07-23,instamart,68254,bangalore,1,149
2026-07-23,instamart,63565,bangalore,1,189
2026-07-23,instamart,792937,pune,1,95
2026-07-23,instamart,68254,gurgaon,1,149
2026-07-23,instamart,18506,surat,1,499
2026-07-23,instamart,792937,delhi,3,285
2026-07-23,instamart,18503,delhi,1,99
2026-07-23,instamart,18504,bangalore,1,319
2026-07-23,instamart,792937,delhi,1,95
2026-07-23,instamart,18503,kochi,1,99
2026-07-23,instamart,792937,bikaner,1,95
2026-07-23,instamart,63565,bangalore,1,189
2026-07-21,instamart,78553,mumbai,2,198
2026-07-21,instamart,78553,hyderabad,1,99
2026-07-21,instamart,792937,bangalore,1,95
2026-07-21,instamart,18504,tirunelveli,1,319
2026-07-21,instamart,18503,chennai,1,99
2026-07-21,instamart,78553,hyderabad,1,99
2026-07-21,instamart,63565,pune,1,189
2026-07-21,instamart,68254,bangalore,1,149
2026-07-21,instamart,78553,chennai,2,198
2026-07-21,instamart,78553,mumbai,1,99
2026-07-21,instamart,63565,jabalpur,1,189
2026-07-21,instamart,197453,bangalore,2,338
2026-07-21,instamart,78553,chennai,1,99
2026-07-21,instamart,78553,chennai,1,99
2026-07-21,instamart,18503,bangalore,1,99
2026-07-21,instamart,18504,chennai,1,319
2026-07-21,instamart,18503,hyderabad,1,99
2026-07-21,instamart,792937,ranchi,3,285
2026-07-21,instamart,68254,delhi,1,149
2026-07-21,instamart,78553,bangalore,2,198
2026-07-21,instamart,78553,chennai,1,99
2026-07-21,instamart,78553,vizag,1,99
2026-07-21,instamart,18503,pune,1,99
2026-07-21,instamart,18503,mumbai,1,99
2026-07-21,instamart,63565,dindigul,1,189
2026-07-21,instamart,18503,hyderabad,1,99
2026-07-21,instamart,78553,thiruvananthapuram,1,99
2026-07-21,instamart,18503,bangalore,1,99
2026-07-21,instamart,18503,bhubaneswar,1,99
2026-07-21,instamart,18504,thrissur,3,957
2026-07-21,instamart,18503,bangalore,1,99
2026-07-21,instamart,18503,hyderabad,1,99
2026-07-21,instamart,63565,delhi,1,189
2026-07-21,instamart,197453,lonavla,2,338
2026-07-21,instamart,63565,bangalore,1,189
2026-07-21,instamart,63565,bangalore,1,189
2026-07-21,instamart,18503,bangalore,1,99
2026-07-21,instamart,792937,mumbai,2,190
2026-07-21,instamart,78553,mumbai,1,99
2026-07-21,instamart,18503,bangalore,2,198
2026-07-21,instamart,792937,mumbai,2,190
2026-07-21,instamart,792937,mumbai,3,285
